Level,Date and Time,Source,Event ID,Task Category
Information,6/5/2018 9:17:11 AM,Microsoft-Windows-Ntfs,98,None,Volume Windows (\Device\HarddiskVolumeShadowCopy2) is healthy.  No action is needed.
Information,6/5/2018 9:16:17 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/5/2018 9:15:21 AM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name mjmkiltprvepj timed out after none of the configured DNS servers responded.
Information,6/5/2018 9:15:06 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:13:01 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 9:12:30 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:12:20 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:12:12 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:11:57 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:11:45 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:11:32 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:11:30 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:10:16 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,6/5/2018 9:10:08 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/5/2018 9:09:51 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:09:51 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:09:31 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:09:19 AM,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \SystemRoot\System32\AppLocker\AppCache.dat (TM: {553287F5-6869-11E8-8C63-28D2444507FA}, RM: {553287F4-6869-11E8-8C63-28D2444507FA}) finished with result=0xC0000022 (Internal code=7)."
Information,6/5/2018 9:08:12 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 9:07:48 AM,Microsoft-Windows-GroupPolicy,1503,None,The Group Policy settings for the user were processed successfully. New settings from 9 Group Policy objects were detected and applied.
Information,6/5/2018 9:07:38 AM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information,6/5/2018 9:07:20 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Warning,6/5/2018 8:17:32 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/5/2018 8:16:02 AM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information,6/5/2018 8:10:08 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 8:08:00 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,6/5/2018 7:57:10 AM,bowser,8003,None,The master browser has received a server announcement from the computer 47425DFOSTER-W7 that believes that it is the master browser for the domain on transport NetBT_Tcpip_{D8E1E31A-6CDC-4DF9-A781-06398854202A}. The master browser is stopping or an election is being forced.
Warning,6/5/2018 7:24:57 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/5/2018 7:21:10 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 7:19:30 AM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/5/2018 7:19:29 AM,Microsoft-Windows-GroupPolicy,1502,None,The Group Policy settings for the computer were processed successfully. New settings from 17 Group Policy objects were detected and applied.
Information,6/5/2018 7:18:59 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 6:48:06 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 6:45:59 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 6:37:03 AM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Warning,6/5/2018 6:32:20 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Warning,6/5/2018 5:39:45 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/5/2018 4:58:02 AM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Warning,6/5/2018 4:47:08 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
